,var1,var2
0,0.18131182148209413,0.16174482489223507
1,0.2640443650675469,0.6164010332528717
2,0.07803819158565872,0.524395705284321
3,-0.1360327698659134,-0.24725786452279003
4,0.4273190608639873,-0.3343092156602591
5,-0.28116459398735133,0.5202839371777727
6,-0.4223411107393961,-0.2956050258038634
7,0.6709342509814287,0.48973690777665446
8,0.4277417368483849,0.13379150389364236
9,0.19757652920122842,-0.013919614889773668
10,0.2999311670523774,-0.20827956856621843
11,0.21566453002171865,0.32088120154085975
12,0.7081957062002836,0.42520508495068754
13,0.33789581546739034,-0.08765236576773751
14,0.1806764881967933,0.2117229810101543
15,-0.026169301039200094,0.048804932339209475
16,0.105454443786782,0.0743412324927628
17,0.25333876074652595,0.14493971539283942
18,-0.14271100840467316,-0.4686222467730244
19,1.3225984097265422,0.6667952833847354
20,0.7892704211421887,0.7743941313988341
21,0.48470610617461557,0.9212364292884587
22,0.30896071767713856,0.32754687638936586
23,-0.12162677806749501,-0.014106694785604876
24,0.8033921772422717,1.5770640708989314
25,0.8188067647769963,0.6197917573326115
26,0.5788828529751753,0.6242512777811459
27,0.4273894503930575,0.34444253726042945
28,0.46204941656078374,0.44206426389181513
29,0.13756397985604985,-0.33044857245417514
30,0.4056648612651292,-0.20733759592416873
31,-0.4456021058131871,0.09689997933735253
32,0.4011331074417364,0.3098886914213988
33,0.26215519427240963,0.2516698183411615
34,0.36316897899751904,-0.3163446844983696
35,0.012493661544195074,-0.2300204500513891
36,-0.07197499516112392,0.001109213997680214
37,-0.4748049859144728,0.42460356854185105
38,-0.5655721604695814,-0.17206418713682398
39,1.0488674779552847,1.4566967512788955
40,-0.1614739236095037,0.35913307233498853
41,0.21082207379084028,0.9397682496047595
42,0.28203329574559977,0.3437204261351222
43,0.6839514796801397,1.0094393526966026
44,1.1299228289110184,0.5862085339061307
45,0.27667172633341963,0.5529325235861922
46,0.3469322545044856,0.5167557738515
47,0.635905238170732,0.3441269436692651
48,-0.015317437278300539,0.6115542380450505
49,0.03068997224077491,0.49117538818319056
50,-0.11376568920510226,-0.25774160091075465
51,0.33438516156289144,0.20676930568443996
52,0.5119093143509893,0.41572421642628765
53,0.599812248864411,0.5171869500155605
54,-0.19528366023437493,-0.4363219151009581
55,0.6289545096438505,0.35626185608716937
56,0.10314347429514834,0.15664977848619283
57,0.6384366852345165,0.012443202581202191
58,-0.020902471642808312,0.08781121779052065
59,0.26210038579405726,0.06304185511854382
60,0.4487855040389923,0.3029394122782692
61,0.7537666675519925,0.8408972637446901
62,0.20536433722290343,0.5855144287632996
63,-0.17405396165517978,0.25553573423672504
64,0.6366168343628246,-0.08404625835344158
